01,79010020413,20000124064204,20000124071727
01,79240433114,20000102015912,20000102020245
01,79212402022,20000129055052,20000129072749
01,79044411211,20000126120415,20000126124724
02,79314120243,20000109003644,20000109023211
02,79324414022,20000129221037,20000129231936
01,79320034310,20000103192436,20000103205623
02,79233434431,20000122023907,20000122043753
01,79032233410,20000113165511,20000113173010
02,79100133214,20000119104426,20000119120843
01,79403230122,20000103024930,20000103041132
02,79240302404,20000101010236,20000101023246
01,79333111444,20000108113538,20000108121539
02,79003034023,20000131002510,20000131002601
02,79412103004,20000118025634,20000118035124
01,79444233343,20000104020144,20000104024820
01,79012141413,20000129050224,20000129062126
01,79422130331,20000128152120,20000128160723
02,79323310033,20000131023749,20000131031200
02,79013311241,20000106064825,20000106074321
02,79004124101,20000106212205,20000106214317
01,79033242430,20000130015839,20000130020554
02,79331422422,20000129151445,20000129164915
01,79201344433,20000111142726,20000111152319
02,79240424341,20000110163015,20000110164959
01,79212020234,20000118053541,20000118072332
01,79312340142,20000118201142,20000118213432
02,79040104241,20000119072100,20000119072705
01,79140114200,20000108170400,20000108182925
01,79044130434,20000128220358,20000128230905
01,79411234412,20000116160926,20000116175548
01,79331112421,20000110215713,20000110222649
02,79444130010,20000113152730,20000113161149
01,79242204301,20000129200410,20000129205656
02,79420010301,20000111115531,20000111130710
02,79241214321,20000104215330,20000104223203
02,79230131310,20000127143520,20000127161205
01,79043211312,20000124075521,20000124082053
01,79203011434,20000122040036,20000122040842
01,79310024442,20000121062900,20000121074614
01,79004343012,20000131171405,20000131181605
01,79311223300,20000112004717,20000112022935
02,79111231132,20000106003432,20000106003538
01,79402124324,20000123181736,20000123194330
01,79443020144,20000110015727,20000110031533
01,79334342102,20000128120421,20000128120839
01,79003433100,20000131100655,20000131120205
02,79131140333,20000107044010,20000107063529
02,79200144144,20000123043128,20000123060706
02,79212141044,20000119142201,20000119161241
01,79341113301,20000107172952,20000107185917
02,79412100101,20000125102120,20000125112853
01,79020332243,20000103173822,20000103190631
01,79134112014,20000129151207,20000129153230
02,79122311113,20000123045320,20000123053159
01,79323142421,20000122143020,20000122154135
01,79003412030,20000101053104,20000101062334
01,79114213223,20000116085112,20000116090432
02,79420103200,20000120151102,20000120162507
02,79143421242,20000114055049,20000114065438
01,79321341323,20000124152652,20000124165737
02,79011014210,20000106212212,20000106212416
02,79414441034,20000122082620,20000122093605
02,79131121334,20000111210634,20000111213106
01,79341343434,20000109154932,20000109174754
02,79330301044,20000107101435,20000107101554
01,79142230124,20000108134723,20000108140528
01,79310420024,20000108080127,20000108084401
02,79114424123,20000107155117,20000107155700
02,79304400003,20000103120949,20000103135536
02,79040111322,20000122012330,20000122024536
02,79031324233,20000127093244,20000127100611
02,79033323014,20000128080100,20000128082709
02,79024013321,20000101094058,20000101111536
02,79430423010,20000120220549,20000120234451
01,79344010030,20000120143504,20000120162238
01,79411411401,20000129061056,20000129075402
01,79120301414,20000105124831,20000105142153
01,79222234223,20000126065732,20000126071603
01,79140132020,20000127045418,20000127063101
02,79200200320,20000124122830,20000124125714
02,79302031302,20000112203956,20000112222157
02,79221403031,20000101100845,20000101120625
02,79410244300,20000122054012,20000122063445
01,79311220031,20000114103727,20000114104530
01,79034342032,20000111215729,20000111221647
01,79404444130,20000123140615,20000123151915
01,79022430203,20000115013421,20000115021232
01,79000034333,20000118184913,20000118200110
02,79214004003,20000120011315,20000120030946
01,79320203101,20000107023913,20000107024053
01,79241201444,20000106083605,20000106092241
02,79143004403,20000123212514,20000123223644
02,79304003130,20000105124523,20000105141558
01,79042441002,20000116084007,20000116092804
02,79341331411,20000129035250,20000129035505
01,79032131244,20000126151149,20000126155931
01,79331103233,20000131134530,20000131141340
01,79434121220,20000111083135,20000111083425
02,79420302442,20000107060641,20000107061759
01,79004444230,20000105052841,20000105065149
02,79113120034,20000118134046,20000118153908
02,79142322221,20000129184836,20000129195249
02,79014111011,20000110034936,20000110041950
01,79033011141,20000106052716,20000106060843
02,79204313000,20000103033623,20000103053512
01,79230000332,20000110014255,20000110021110
01,79113302111,20000108152107,20000108161004
01,79430111033,20000113114920,20000113124957
01,79333431022,20000121145404,20000121150355
01,79423020032,20000102094223,20000102113643
02,79431032001,20000117050428,20000117065040
02,79404022210,20000130180819,20000130191311
